month;id;name;type;data_status;unique_users;net_reach;unique_clients;visits;impressions;impressions_at_percent;usetime_seconds;usetime_formatted;impressions_per_visits
2025-08-01;148;"willhaben.at";service;OK;4352890;60.331;7747326;89375106;1228181864;91.13;540;09:00;13.74
2025-08-01;103;"skysportaustria.at - Sky Österreich";service;OK;573401;7.947;624257;2223267;10173545;95.57;235;03:55;4.58
2025-08-01;88;"ligaportal.at";service;OK;892918;12.376;1026097;9797547;77873108;95.81;527;08:47;7.95
2025-08-01;84;"kleinezeitung.at";service;OK;2794135;38.727;4517997;23896405;120205289;93.12;276;04:36;5.03
2025-08-01;83;"diepresse.com";service;OK;1778809;24.654;2478547;9302400;26766123;89.06;225;03:45;2.88
2025-09-01;1;"austria.com/plus";adnetwork;OK;4402472;61.018;8980198;56684560;207919309;92.09;237;03:57;3.67
2025-09-01;177;"bvz.at";service;OK;197464;2.737;243516;533341;2880535;93.21;163;02:43;5.40
2025-09-01;146;"tvheute.at - das TV-Magazin";service;OK;605810;8.397;777915;4355357;16556661;91.83;169;02:49;3.80
2025-09-01;126;"tt.com";service;OK;1346330;18.66;1987611;7689049;22417108;88.39;208;03:28;2.92
2025-09-01;123;"regionaljobs.at";service;OK;96013;1.331;118300;162141;533478;87.94;179;02:59;3.29
2025-09-01;122;"tips.at";service;OK;1163956;16.132;1292952;2909991;4510384;92.83;160;02:40;1.55
2025-09-01;81;"sn.at - Salzburger Nachrichten";service;OK;1164035;16.134;1609131;4224583;16364408;87.28;180;03:00;3.87
2025-09-01;80;"salzburg24.at";service;OK;778236;10.786;1029070;4390943;19721129;92.94;209;03:29;4.49
2025-09-01;64;"nachrichten.at - Nachrichten.at";service;OK;1997421;27.684;2597874;11418420;34208384;93.53;213;03:33;3.00
2025-09-01;54;"noen.at - NÖN";service;OK;1344219;18.631;1667828;6351651;32513810;95.96;168;02:48;5.12
2025-09-01;4;"vol.at - VORARLBERG ONLINE";service;OK;1168352;16.193;1566895;11656208;34943142;91.84;311;05:11;3.00
2025-09-01;3;"vienna.at - VIENNA ONLINE";service;OK;576285;7.987;678376;1384345;2769527;90.91;132;02:12;2.00
2025-09-01;2;"Goldbach Audience";adnetwork;OK;3704932;51.35;6141549;33641544;117437891;93.91;276;04:36;3.49
2025-09-01;1601;"5min.at";service;NO_DATA;;;;;;;;;
2025-09-01;1395;"motorrad-magazin.at";service;OK;20831;0.289;43052;56586;79075;28.22;84;01:24;1.40
2025-09-01;391;"yesss.at";service;NO_DATA;;;;;;;;;
2025-09-01;376;"world.a1.net";service;OK;188908;2.618;197402;1849613;3679899;97.02;499;08:19;1.99
2025-09-01;349;"mail.a1.net";service;OK;140166;1.943;144566;1231717;7930354;93.67;230;03:50;6.44
2025-09-01;40;"kronehit.at";service;OK;198495;2.751;255492;607183;1856843;90.28;201;03:21;3.06
2025-09-01;34;"heute.at";service;OK;3334374;46.214;4934188;26647102;96766123;93.87;275;04:35;3.63
2025-09-01;4;"COPE";adnetwork;OK;5467196;75.775;14296105;140410578;1510295366;92.73;468;07:48;10.76
2025-09-01;601;"styleupyourlife.at";service;OK;67148;0.931;195303;253554;421394;82.48;119;01:59;1.66
2025-09-01;188;"tele.at";service;OK;240851;3.338;264241;1900034;7691285;95.02;175;02:55;4.05
2025-09-01;184;"arboe.at";service;OK;0;0;1;1;1;100.00;0;00:00;1.00
2025-09-01;148;"willhaben.at";service;OK;4336011;60.097;7760728;91536205;1257298944;92.46;542;09:02;13.74
2025-09-01;103;"skysportaustria.at - Sky Österreich";service;OK;522495;7.242;568679;1864700;7777916;96.07;215;03:35;4.17
2025-09-01;88;"ligaportal.at";service;OK;911248;12.63;1080440;10595448;83474302;96.45;502;08:22;7.88
2025-09-01;84;"kleinezeitung.at";service;OK;2664219;36.926;3967049;21049713;117257678;93.05;280;04:40;5.57
2025-09-01;83;"diepresse.com";service;OK;1899132;26.322;2788464;11688803;35374696;90.07;221;03:41;3.03
2025-10-01;1;"austria.com/plus";adnetwork;OK;0;0;9204150;54494368;196745318;92.48;241;04:01;3.61
2025-10-01;177;"bvz.at";service;OK;0;0;220025;446665;2297412;92.38;169;02:49;5.14
2025-10-01;146;"tvheute.at - das TV-Magazin";service;OK;0;0;849222;4702204;17770026;91.86;169;02:49;3.78
2025-10-01;126;"tt.com";service;OK;0;0;1821741;7239179;22311197;90.05;219;03:39;3.08
2025-10-01;123;"regionaljobs.at";service;OK;0;0;123464;159659;528594;87.85;180;03:00;3.31
2025-10-01;122;"tips.at";service;OK;0;0;1090441;2192541;3542197;92.00;169;02:49;1.62
2025-10-01;81;"sn.at - Salzburger Nachrichten";service;OK;0;0;1817622;4500214;16826731;88.11;179;02:59;3.74
2025-10-01;80;"salzburg24.at";service;OK;0;0;1164935;4580262;16319992;93.37;209;03:29;3.56
2025-10-01;64;"nachrichten.at - Nachrichten.at";service;OK;0;0;2525153;10055424;30356417;93.58;220;03:40;3.02
2025-10-01;54;"noen.at - NÖN";service;OK;0;0;1689683;5708905;29215805;96.20;166;02:46;5.12
2025-10-01;4;"vol.at - VORARLBERG ONLINE";service;OK;0;0;1586140;11233881;33883007;92.27;316;05:16;3.02
2025-10-01;3;"vienna.at - VIENNA ONLINE";service;OK;0;0;821811;1481572;2799898;92.31;133;02:13;1.89
2025-10-01;2;"Azerion Austria";adnetwork;OK;0;0;6698984;35072875;117940462;94.56;271;04:31;3.36
2025-10-01;1601;"5min.at";service;OK;0;0;1635820;4394235;6610287;97.26;193;03:13;1.50
2025-10-01;1395;"motorrad-magazin.at";service;OK;0;0;44079;57910;83505;25.97;95;01:35;1.44
2025-10-01;391;"yesss.at";service;NO_DATA;;;;;;;;;
2025-10-01;376;"world.a1.net";service;OK;0;0;211863;1825794;3589864;97.32;497;08:17;1.97
2025-10-01;349;"mail.a1.net";service;OK;0;0;143167;1186132;8246310;95.39;229;03:49;6.95
2025-10-01;40;"kronehit.at";service;OK;0;0;193879;476185;1135585;85.63;198;03:18;2.38
2025-10-01;34;"heute.at";service;OK;0;0;5344202;27551893;97221084;94.54;270;04:30;3.53
2025-10-01;4;"COPE";adnetwork;OK;0;0;15046581;141763896;1545189920;93.04;474;07:54;10.90
2025-10-01;601;"styleupyourlife.at";service;OK;0;0;183111;192189;286475;80.08;102;01:42;1.49
2025-10-01;188;"tele.at";service;OK;0;0;284941;2062985;8406502;95.08;177;02:57;4.07
2025-10-01;184;"arboe.at";service;OK;0;0;4;1;1;100.00;0;00:00;1.00
2025-10-01;148;"willhaben.at";service;OK;0;0;8222395;93360818;1296939203;92.68;545;09:05;13.89
2025-10-01;103;"skysportaustria.at - Sky Österreich";service;OK;0;0;536079;1557789;6616363;96.30;213;03:33;4.25
2025-10-01;88;"ligaportal.at";service;OK;0;0;1140452;11016273;86089733;96.91;508;08:28;7.81
2025-10-01;84;"kleinezeitung.at";service;OK;0;0;4336241;21518254;111504563;94.45;275;04:35;5.18
2025-10-01;83;"diepresse.com";service;OK;0;0;2759715;10430878;34367448;90.04;223;03:43;3.29
