category;month;id;name;type;data_visibility_flags;reason
adnetwork;2022-06-01;42;netdoktor.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-02-01;19;falstaff.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-10-01;64;nachrichten.at - Nachrichten.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-11-01;816;falstaff.com;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-11-01;78;tvnow.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-11-01;76;vip.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-11-01;75;rtl.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-11-01;74;kochbar.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-12-01;816;falstaff.com;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-12-01;78;tvnow.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-12-01;76;vip.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-12-01;75;rtl.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2023-12-01;74;kochbar.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-01-01;146;tvheute.at - das TV-Magazin;service;7;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-01-01;78;tvnow.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-01-01;76;vip.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-01-01;75;rtl.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-01-01;74;kochbar.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-01-01;601;styleupyourlife.at;service;7;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-01-01;188;tele.at;service;7;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-02-01;146;tvheute.at - das TV-Magazin;service;7;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-02-01;816;falstaff.com;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-02-01;78;tvnow.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-02-01;76;vip.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-02-01;75;rtl.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-02-01;74;kochbar.de;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-02-01;601;styleupyourlife.at;service;7;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-03-01;601;styleupyourlife.at;service;7;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2024-07-01;81;sn.at - Salzburger Nachrichten;service;7;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2025-01-01;81;sn.at - Salzburger Nachrichten;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2025-01-01;601;styleupyourlife.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2025-08-01;1601;5min.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2025-09-01;1601;5min.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2025-09-01;391;yesss.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
adnetwork;2025-10-01;391;yesss.at;service;11;DATA_NOT_AVAILABLE_FROM_OEWA_API
