month;id;name;type;data_status;unique_users;net_reach;unique_clients;visits;impressions;impressions_at_percent;usetime_seconds;usetime_formatted;impressions_per_visits
2022-11-01;94;"servustv.com";service;OK;674603;9.587;1087547;2624368;9863674;70.12;212;03:32;3.76
2022-11-01;96;"bergwelten.com";service;OK;80426;1.143;282358;376028;609204;32.05;149;02:29;1.62
2022-11-01;97;"servus.com";service;OK;202874;2.883;409072;540403;879881;53.05;150;02:30;1.63
2022-11-01;98;"speedweek.com";service;OK;138490;1.968;1076634;3553461;6350372;13.25;218;03:38;1.79
2022-11-01;101;"dieabstauber.at";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2022-11-01;102;"fredl-chatbot.at";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2022-11-01;103;"skysportaustria.at - Sky Österreich";service;OK;276890;3.935;520757;966046;1192339;74.72;138;02:18;1.23
2022-11-01;104;"skysportaward.at";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2022-11-01;105;"solidbau.at - SOLID - Wirtschaft und Technik am Bau";service;OK;2097;0.03;7829;11964;19106;79.51;145;02:25;1.60
2022-11-01;107;"laola1.at";service;OK;1277435;18.153;1729479;5976253;12786846;87.27;236;03:56;2.14
2022-11-01;110;"springermedizin.at - Springer Medizin";service;OK;0;0;7355;9140;17466;47.96;115;01:55;1.91
2022-11-01;112;"atv.at";service;OK;131407;1.867;142619;266624;1196369;91.00;871;14:31;4.49
2022-11-01;113;"prosieben.at - ProSieben.at";service;OK;140035;1.99;153263;266424;713070;98.29;307;05:07;2.68
2022-11-01;114;"puls4.com";service;OK;25311;0.36;37491;61633;169606;89.29;248;04:08;2.75
2022-11-01;115;"sat1.at";service;OK;132086;1.877;148630;370711;1399051;96.82;566;09:26;3.77
2022-11-01;116;"sixx.at";service;OK;33062;0.47;24970;39124;134271;95.31;253;04:13;3.43
2022-11-01;117;"songtexte.com";service;OK;245260;3.485;276144;415461;714372;99.24;196;03:16;1.72
2022-11-01;118;"wetter.com";service;OK;669754;9.518;723055;2740108;5050662;94.33;168;02:48;1.84
2022-11-01;122;"tips.at";service;OK;767621;10.908;876373;1416905;2281730;95.10;157;02:37;1.61
2022-11-01;123;"regionaljobs.at";service;OK;26207;0.372;137093;492825;914202;13.57;77;01:17;1.86
2022-11-01;126;"tt.com";service;OK;927033;13.174;1363383;6205897;20845005;89.83;234;03:54;3.36
2022-11-01;128;"k.at";service;OK;86519;1.229;359674;444152;524255;32.76;87;01:27;1.18
2022-11-01;129;"profil.at";service;OK;193719;2.753;249015;423761;872986;81.91;231;03:51;2.06
2022-11-01;131;"events.at";service;OK;144627;2.055;210205;274373;497168;88.76;152;02:32;1.81
2022-11-01;132;"film.at";service;OK;305278;4.338;819241;1031814;1806696;51.00;114;01:54;1.75
2022-11-01;133;"futurezone.at - FUTUREZONE.at";service;OK;776059;11.028;1421200;2754198;3923345;70.57;185;03:05;1.42
2022-11-01;134;"kurier.at - KURIER.at";service;OK;2738030;38.909;5463607;19330458;38060428;86.70;194;03:14;1.97
2022-11-01;135;"motor.at";service;OK;96497;1.371;180046;224124;350373;67.61;125;02:05;1.56
2022-11-01;137;"usp.gv.at - Unternehmensservice Portal";service;OK;0;0;0;24;43;100.00;29;00:29;1.79
2022-11-01;146;"tvheute.at - das TV-Magazin";service;OK;718205;10.206;926490;4263223;17257344;92.16;175;02:55;4.05
2022-11-01;148;"willhaben.at";service;OK;4779919;67.926;8063931;89429159;1489898454;94.05;576;09:36;16.66
2022-11-01;151;"MeinBezirk.at";service;OK;2786880;39.603;4000956;11677576;78981382;96.58;158;02:38;6.76
2022-11-01;177;"bvz.at";service;OK;183295;2.605;217522;504252;2808598;94.78;142;02:22;5.57
2022-11-01;179;"krone.at";service;OK;3961252;56.292;7507425;55248822;175299719;90.36;319;05:19;3.17
2022-11-01;184;"arboe.at";service;OK;31021;0.441;38721;51145;114174;92.34;169;02:49;2.23
2022-11-01;185;"apo24.at";service;OK;28151;0.4;65045;92554;220956;97.31;159;02:39;2.39
2022-11-01;187;"drei.at";service;OK;779621;11.079;951595;4790935;14296853;96.06;360;06:00;2.98
2022-11-01;188;"tele.at";service;OK;309130;4.393;312822;1872426;8859291;95.19;189;03:09;4.73
2022-11-01;230;"miss.at";service;OK;134086;1.905;509745;799695;1658809;51.54;100;01:40;2.07
2022-11-01;349;"mail.a1.net";service;OK;191789;2.725;207155;1459510;5774042;96.26;234;03:54;3.96
2022-11-01;376;"world.a1.net";service;OK;196879;2.798;231699;1281121;2333860;97.85;409;06:49;1.82
2022-11-01;391;"yesss.at";service;OK;91461;1.3;97974;261501;704161;94.03;299;04:59;2.69
2022-11-01;407;"sportbusinessmagazin.com - Sport Business Magazin";service;OK;1450;0.021;2328;2946;4065;50.06;133;02:13;1.38
2022-11-01;416;"freizeit.at";service;OK;324084;4.605;435920;647165;924027;85.53;137;02:17;1.43
2022-11-01;454;"automotive.at";service;OK;3872;0.055;12187;14648;18132;56.46;91;01:31;1.24
2022-11-01;455;"die-wirtschaft.at";service;OK;3671;0.052;3645;5365;12565;33.87;172;02:52;2.34
2022-11-01;456;"gast.at";service;OK;7408;0.105;15570;18714;30791;56.22;152;02:32;1.65
2022-11-01;457;"handwerkundbau.at";service;OK;6653;0.095;21828;31346;53046;46.34;123;02:03;1.69
2022-11-01;458;"trafikantenzeitung.at";service;OK;7282;0.103;16242;18652;22887;69.92;121;02:01;1.23
2022-11-01;494;"exxpress.at";service;OK;850130;12.081;1460375;3719751;7544540;76.97;263;04:23;2.03
2022-11-01;568;"lebexund.jetzt";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2022-11-01;601;"styleupyourlife.at";service;OK;423621;6.02;823556;1202869;2653100;60.23;111;01:51;2.21
2022-12-01;2;"ausschreibung.at - Ausschreibungen für die Bauwirtschaft";service;OK;3700;0.053;8859;22731;99929;92.41;265;04:25;4.40
2022-12-01;3;"vienna.at - VIENNA ONLINE";service;OK;950588;13.508;1194584;2678252;5112395;87.30;150;02:30;1.91
2022-12-01;4;"vol.at - VORARLBERG ONLINE";service;OK;1227335;17.441;1650755;10134232;38209341;90.70;262;04:22;3.77
2022-12-01;7;"automobile.at";service;OK;58344;0.829;108251;133660;419719;67.72;161;02:41;3.14
2022-12-01;8;"bdb.at - BAUDATENBANK.AT - Partner der Bauwirtschaft";service;OK;6000;0.085;12776;15928;25282;78.51;116;01:56;1.59
2022-12-01;9;"cineplexx.at";service;OK;652482;9.272;922220;1871487;7678290;89.25;240;04:00;4.10
2022-12-01;13;"gastro.news - Gastro News";service;OK;37377;0.531;54870;70661;142053;76.69;197;03:17;2.01
2022-12-01;14;"derstandard.at - derStandard.at";service;OK;3101807;44.079;5390199;30170739;112309173;86.63;427;07:07;3.72
2022-12-01;18;"elektro.at ";service;OK;3165;0.045;17728;25351;36809;71.99;141;02:21;1.45
2022-12-01;19;"falstaff.at";service;OK;503604;7.157;764992;1507426;4732372;77.63;140;02:20;3.14
2022-12-01;20;"falter.at ";service;OK;333273;4.736;454283;888552;2286629;89.93;185;03:05;2.57
2022-12-01;27;"fondsprofessionell.at - FONDS professionell";service;OK;48654;0.691;38931;85542;278205;82.74;221;03:41;3.25
2022-12-01;28;"gutekueche.at";service;OK;2378858;33.805;9117642;18625830;32884278;36.64;201;03:21;1.77
2022-12-01;29;"gmx.at - GMX.at";service;OK;2201951;31.291;3059617;73642151;352787553;96.24;353;05:53;4.79
2022-12-01;30;"gmx.net - GMX.at";service;OK;1316473;18.708;1494641;11297361;135848480;95.50;461;07:41;12.02
2022-12-01;34;"heute.at";service;OK;3698215;52.554;7443685;39800145;122079040;91.58;194;03:14;3.07
2022-12-01;37;"industriemagazin.at - Das österreichische Industriemagazin";service;OK;19094;0.271;28656;37502;54426;72.89;149;02:29;1.45
2022-12-01;38;"kosmo.at";service;OK;567866;8.07;730614;965719;1188934;78.99;124;02:04;1.23
2022-12-01;40;"kronehit.at";service;OK;154017;2.189;217452;508650;1266927;85.69;233;03:53;2.49
2022-12-01;42;"netdoktor.at";service;OK;578287;8.218;656670;1049351;1764178;94.83;149;02:29;1.68
2022-12-01;46;"autorevue.at";service;OK;248123;3.526;420634;546130;695142;60.54;165;02:45;1.27
2022-12-01;47;"gusto.at";service;OK;425412;6.045;596777;1206998;1874672;75.41;177;02:57;1.55
2022-12-01;48;"news.at";service;OK;547562;7.781;660315;1249698;25074676;88.17;228;03:48;20.06
2022-12-01;49;"trend.at";service;OK;205489;2.92;259940;374551;492102;84.63;149;02:29;1.31
2022-12-01;50;"tv-media.at";service;OK;311627;4.428;350245;1964489;7714702;96.80;189;03:09;3.93
2022-12-01;51;"woman.at ";service;OK;383118;5.444;637554;1197296;3048240;73.95;139;02:19;2.55
2022-12-01;54;"noen.at - NÖN";service;OK;802098;11.398;974367;3141587;17672045;96.46;168;02:48;5.63
2022-12-01;57;"oe24.at";service;OK;1842537;26.184;2695124;13891026;117743599;92.35;217;03:37;8.48
2022-12-01;58;"wetter.at";service;OK;786960;11.183;1123031;2558209;20231252;79.51;108;01:48;7.91
2022-12-01;64;"nachrichten.at - Nachrichten.at";service;OK;1580583;22.461;1981765;8170591;26362155;94.79;211;03:31;3.23
2022-12-01;67;"orf.at";service;OK;5238239;74.439;12686942;111062466;522932743;91.89;371;06:11;4.71
2022-12-01;70;"rollingpin.at";service;OK;0;0;12;109;117;9.40;34;00:34;1.07
2022-12-01;74;"kochbar.de";service;OK;22121;0.314;27308;30014;48505;99.77;99;01:39;1.62
2022-12-01;75;"rtl.de";service;OK;3537;0.05;4372;14165;27646;99.75;331;05:31;1.95
2022-12-01;76;"vip.de";service;OK;172742;2.455;198482;606890;1800480;99.66;222;03:42;2.97
2022-12-01;78;"tvnow.at";service;OK;181079;2.573;197900;983796;2239924;98.86;573;09:33;2.28
2022-12-01;80;"salzburg24.at";service;OK;1229527;17.472;1511260;5895626;22303717;93.70;195;03:15;3.78
2022-12-01;81;"sn.at - Salzburger Nachrichten";service;OK;1171665;16.65;1622563;3871910;25044771;88.41;186;03:06;6.47
2022-12-01;83;"diepresse.com";service;OK;1005482;14.289;1311384;3870877;11173736;88.62;248;04:08;2.89
2022-12-01;84;"kleinezeitung.at";service;OK;1960971;27.867;2852557;11887507;39128743;94.83;218;03:38;3.29
2022-12-01;86;"diva-online.at";service;OK;14225;0.202;6179;6451;8153;61.44;96;01:36;1.26
2022-12-01;87;"ichkoche.at";service;OK;1134446;16.121;2045460;3362237;6504203;65.05;155;02:35;1.93
2022-12-01;88;"ligaportal.at";service;OK;436583;6.204;461161;2043330;8599477;94.95;487;08:07;4.21
2022-12-01;92;"wienerin.at";service;OK;86051;1.223;372927;436402;603591;25.26;98;01:38;1.38
2022-12-01;94;"servustv.com";service;OK;700715;9.958;1106531;2471108;10524404;70.98;223;03:43;4.26
2022-12-01;96;"bergwelten.com";service;OK;89153;1.267;281098;368021;568915;32.40;144;02:24;1.55
2022-12-01;97;"servus.com";service;OK;244001;3.467;480250;648049;941613;50.88;159;02:39;1.45
2022-12-01;98;"speedweek.com";service;OK;109821;1.561;724241;2060617;3699015;12.86;207;03:27;1.80
2022-12-01;101;"dieabstauber.at";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2022-12-01;102;"fredl-chatbot.at";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2022-12-01;103;"skysportaustria.at - Sky Österreich";service;OK;167600;2.382;254157;516167;663781;84.52;108;01:48;1.29
2022-12-01;104;"skysportaward.at";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2022-12-01;105;"solidbau.at - SOLID - Wirtschaft und Technik am Bau";service;OK;874;0.012;6100;9375;15214;77.63;142;02:22;1.62
2022-12-01;107;"laola1.at";service;OK;1230241;17.482;1655396;5756924;12429938;87.41;227;03:47;2.16
2022-12-01;110;"springermedizin.at - Springer Medizin";service;OK;0;0;6194;7750;27504;23.78;150;02:30;3.55
2022-12-01;112;"atv.at";service;OK;29488;0.419;32152;46144;174615;88.15;499;08:19;3.78
2022-12-01;113;"prosieben.at - ProSieben.at";service;OK;58616;0.833;73848;136130;374812;96.53;312;05:12;2.75
2022-12-01;114;"puls4.com";service;OK;15156;0.215;8534;12326;31925;82.86;209;03:29;2.59
2022-12-01;115;"sat1.at";service;OK;95867;1.362;95246;208410;698898;94.63;567;09:27;3.35
2022-12-01;116;"sixx.at";service;OK;28355;0.403;26150;40578;130372;94.26;236;03:56;3.21
2022-12-01;117;"songtexte.com";service;OK;223902;3.182;287183;435477;731706;99.14;203;03:23;1.68
2022-12-01;118;"wetter.com";service;OK;693452;9.854;814583;3122855;5775722;91.14;168;02:48;1.85
2022-12-01;122;"tips.at";service;OK;666026;9.465;775431;1610624;3062008;95.82;173;02:53;1.90
2022-12-01;123;"regionaljobs.at";service;OK;18589;0.264;112387;565659;997626;9.43;71;01:11;1.76
2022-12-01;126;"tt.com";service;OK;928636;13.196;1350699;6032361;19030066;89.05;214;03:34;3.15
2022-12-01;128;"k.at";service;OK;119803;1.702;408833;492409;574867;31.77;90;01:30;1.17
2022-12-01;129;"profil.at";service;OK;247453;3.516;316564;469592;838414;85.74;222;03:42;1.79
2022-12-01;131;"events.at";service;OK;180881;2.57;209450;273921;484823;87.86;151;02:31;1.77
2022-12-01;132;"film.at";service;OK;352532;5.01;958930;1209849;2082972;48.18;118;01:58;1.72
2022-12-01;133;"futurezone.at - FUTUREZONE.at";service;OK;902729;12.828;1758232;3177399;4513114;63.35;182;03:02;1.42
2022-12-01;134;"kurier.at - KURIER.at";service;OK;2810101;39.933;5103132;18040860;35912625;86.98;192;03:12;1.99
2022-12-01;135;"motor.at";service;OK;102411;1.455;200641;242316;355109;60.27;120;02:00;1.47
2022-12-01;137;"usp.gv.at - Unternehmensservice Portal";service;OK;0;0;0;28;49;100.00;124;02:04;1.75
2022-12-01;146;"tvheute.at - das TV-Magazin";service;OK;893163;12.692;1053125;4859683;20299586;92.11;178;02:58;4.18
2022-12-01;148;"willhaben.at";service;OK;4170606;59.267;7432440;82543698;1271132936;93.65;566;09:26;15.40
2022-12-01;151;"MeinBezirk.at";service;OK;2613995;37.146;3855726;11425619;58496462;95.68;151;02:31;5.12
2022-12-01;177;"bvz.at";service;OK;188627;2.681;229845;541747;2564711;94.71;141;02:21;4.73
2022-12-01;179;"krone.at";service;OK;3969406;56.408;7509973;56501968;176899177;90.42;310;05:10;3.13
2022-12-01;184;"arboe.at";service;OK;43969;0.625;36422;52500;111937;90.31;161;02:41;2.13
2022-12-01;185;"apo24.at";service;OK;54943;0.781;110901;165099;396251;97.22;146;02:26;2.40
2022-12-01;187;"drei.at";service;OK;750964;10.672;824856;4312949;12853686;95.92;349;05:49;2.98
2022-12-01;188;"tele.at";service;OK;328656;4.67;349051;2199908;10871486;95.27;200;03:20;4.94
2022-12-01;230;"miss.at";service;OK;97799;1.39;682582;991272;1869648;48.65;101;01:41;1.89
2022-12-01;349;"mail.a1.net";service;OK;192982;2.742;185302;1312676;5609102;96.49;222;03:42;4.27
2022-12-01;376;"world.a1.net";service;OK;199065;2.829;201254;1207453;2276938;97.92;418;06:58;1.89
2022-12-01;391;"yesss.at";service;OK;115173;1.637;96112;257486;717272;93.35;305;05:05;2.79
2022-12-01;407;"sportbusinessmagazin.com - Sport Business Magazin";service;OK;0;0;864;1291;1886;41.46;125;02:05;1.46
2022-12-01;416;"freizeit.at";service;OK;283136;4.024;392571;581847;867772;80.41;136;02:16;1.49
2022-12-01;454;"automotive.at";service;OK;699;0.01;11157;13380;16371;53.70;84;01:24;1.22
2022-12-01;455;"die-wirtschaft.at";service;OK;0;0;3139;4729;11869;28.65;164;02:44;2.51
2022-12-01;456;"gast.at";service;OK;33111;0.471;39508;41907;54451;77.75;117;01:57;1.30
2022-12-01;457;"handwerkundbau.at";service;OK;3310;0.047;19315;27436;46500;41.75;116;01:56;1.69
2022-12-01;458;"trafikantenzeitung.at";service;OK;9101;0.129;15270;17705;22072;69.98;124;02:04;1.25
2022-12-01;494;"exxpress.at";service;OK;864774;12.289;1261319;3462088;7373941;81.22;266;04:26;2.13
2022-12-01;568;"lebexund.jetzt";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2022-12-01;601;"styleupyourlife.at";service;OK;369441;5.25;814786;1264199;3090083;60.69;108;01:48;2.44
2023-01-01;2;"ausschreibung.at - Ausschreibungen für die Bauwirtschaft";service;OK;3608;0.051;12188;32265;143181;92.71;278;04:38;4.44
2023-01-01;3;"vienna.at - VIENNA ONLINE";service;OK;1063388;15.034;1358540;3174223;5715634;89.03;153;02:33;1.80
2023-01-01;4;"vol.at - VORARLBERG ONLINE";service;OK;1488475;21.044;1979039;11393463;42220737;90.23;264;04:24;3.71
2023-01-01;7;"automobile.at";service;OK;62727;0.887;88037;110742;344031;66.08;162;02:42;3.11
2023-01-01;8;"bdb.at - BAUDATENBANK.AT - Partner der Bauwirtschaft";service;OK;6397;0.09;16694;21090;32330;78.85;115;01:55;1.53
2023-01-01;9;"cineplexx.at";service;OK;764957;10.815;1008592;2001799;7900796;91.03;241;04:01;3.95
2023-01-01;13;"gastro.news - Gastro News";service;OK;48885;0.691;55613;75974;177844;85.18;205;03:25;2.34
2023-01-01;14;"derstandard.at - derStandard.at";service;OK;3339200;47.211;6065188;32031861;122428222;85.70;432;07:12;3.82
2023-01-01;18;"elektro.at ";service;OK;8335;0.118;17374;24690;37048;71.25;139;02:19;1.50
2023-01-01;19;"falstaff.at";service;OK;407938;5.768;627078;934695;2317099;75.04;148;02:28;2.48
2023-01-01;20;"falter.at ";service;OK;340743;4.818;478352;826383;2265196;89.54;203;03:23;2.74
2023-01-01;27;"fondsprofessionell.at - FONDS professionell";service;OK;31464;0.445;47029;106377;336819;81.34;224;03:44;3.17
2023-01-01;29;"gmx.at - GMX.at";service;OK;2430851;34.368;3128866;75150743;356561287;96.04;358;05:58;4.74
2023-01-01;30;"gmx.net - GMX.at";service;OK;1389568;19.646;1562392;12244319;146123122;95.31;466;07:46;11.93
2023-01-01;34;"heute.at";service;OK;4012323;56.727;7884459;42993422;135061547;91.61;200;03:20;3.14
2023-01-01;37;"industriemagazin.at - Das österreichische Industriemagazin";service;OK;19856;0.281;23731;32698;50395;72.16;156;02:36;1.54
2023-01-01;38;"kosmo.at";service;OK;358707;5.071;555822;739318;933317;75.29;131;02:11;1.26
2023-01-01;40;"kronehit.at";service;OK;263650;3.728;314036;757559;1886531;89.02;210;03:30;2.49
2023-01-01;42;"netdoktor.at";service;OK;595346;8.417;713908;1136756;1933619;94.40;150;02:30;1.70
2023-01-01;46;"autorevue.at";service;OK;241489;3.414;460671;581139;726243;52.78;158;02:38;1.25
2023-01-01;47;"gusto.at";service;OK;292852;4.14;413058;596123;953439;68.26;176;02:56;1.60
2023-01-01;48;"news.at";service;OK;466264;6.592;573075;922801;14488237;92.45;205;03:25;15.70
2023-01-01;49;"trend.at";service;OK;192788;2.726;237602;325560;425812;80.64;156;02:36;1.31
2023-01-01;50;"tv-media.at";service;OK;295880;4.183;315236;1936207;7622536;97.04;180;03:00;3.94
2023-01-01;51;"woman.at ";service;OK;291109;4.116;545867;763780;2633317;65.88;112;01:52;3.45
2023-01-01;54;"noen.at - NÖN";service;OK;917478;12.972;1065802;3647523;30299163;97.06;183;03:03;8.31
2023-01-01;57;"oe24.at";service;OK;2208265;31.221;3423852;16013009;120095300;91.65;221;03:41;7.50
2023-01-01;58;"wetter.at";service;OK;735163;10.394;1142533;2780293;28789533;70.36;111;01:51;10.35
2023-01-01;64;"nachrichten.at - Nachrichten.at";service;OK;1570526;22.205;2385759;9752852;38238410;84.73;219;03:39;3.92
2023-01-01;67;"orf.at";service;OK;5288800;74.774;12567418;114290126;575653027;91.62;374;06:14;5.04
2023-01-01;74;"kochbar.de";service;OK;426;0.006;6;6;8;100.00;130;02:10;1.33
2023-01-01;75;"rtl.de";service;OK;4332;0.061;4810;10715;18104;99.72;258;04:18;1.69
2023-01-01;76;"vip.de";service;OK;230570;3.26;233343;721892;2027082;99.68;229;03:49;2.81
2023-01-01;78;"tvnow.at";service;OK;239918;3.392;267771;1360150;3027006;98.83;485;08:05;2.23
2023-01-01;80;"salzburg24.at";service;OK;1156618;16.353;1518259;6184260;25710728;93.29;207;03:27;4.16
2023-01-01;81;"sn.at - Salzburger Nachrichten";service;OK;1228129;17.364;1706004;3917236;27655839;88.41;194;03:14;7.06
2023-01-01;83;"diepresse.com";service;OK;1053455;14.894;1546582;4477857;12802930;88.60;249;04:09;2.86
2023-01-01;84;"kleinezeitung.at";service;OK;2138225;30.231;3327460;14607962;50234906;94.64;217;03:37;3.44
2023-01-01;86;"diva-online.at";service;OK;2428;0.034;3639;3887;5058;60.83;90;01:30;1.30
2023-01-01;87;"ichkoche.at";service;OK;992112;14.027;1668360;2737578;5446398;67.71;160;02:40;1.99
2023-01-01;88;"ligaportal.at";service;OK;441650;6.244;411561;1797236;8259392;96.23;221;03:41;4.60
2023-01-01;92;"wienerin.at";service;OK;79664;1.126;333885;393126;512970;21.27;81;01:21;1.30
2023-01-01;94;"servustv.com";service;OK;336895;4.763;641300;1383669;5178960;61.19;211;03:31;3.74
2023-01-01;96;"bergwelten.com";service;OK;115716;1.636;369791;500836;769150;32.00;163;02:43;1.54
2023-01-01;97;"servus.com";service;OK;152552;2.157;316113;415676;615538;55.53;133;02:13;1.48
2023-01-01;98;"speedweek.com";service;OK;159571;2.256;757630;2312490;4306334;18.43;218;03:38;1.86
2023-01-01;101;"dieabstauber.at";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2023-01-01;102;"fredl-chatbot.at";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2023-01-01;103;"skysportaustria.at - Sky Österreich";service;OK;237483;3.358;309110;688076;1001296;86.34;118;01:58;1.46
2023-01-01;104;"skysportaward.at";service;OK;0;0;0;0;0;0.00;0;00:00;0.00
2023-01-01;105;"solidbau.at - SOLID - Wirtschaft und Technik am Bau";service;OK;7939;0.112;6726;9413;14242;81.94;152;02:32;1.51
2023-01-01;107;"laola1.at";service;OK;1495457;21.143;2030249;6900228;15167513;85.59;226;03:46;2.20
2023-01-01;110;"springermedizin.at - Springer Medizin";service;OK;0;0;8075;10039;17360;45.52;112;01:52;1.73
2023-01-01;112;"atv.at";service;OK;275664;3.897;336191;786011;3248449;89.42;572;09:32;4.13
2023-01-01;113;"prosieben.at - ProSieben.at";service;OK;97996;1.385;96923;165186;418185;95.25;254;04:14;2.53
2023-01-01;114;"puls4.com";service;OK;81207;1.148;109928;215405;540971;86.93;229;03:49;2.51
2023-01-01;115;"sat1.at";service;OK;108960;1.541;105665;183188;559303;94.04;380;06:20;3.05
2023-01-01;116;"sixx.at";service;OK;19700;0.279;25603;40249;119316;94.66;255;04:15;2.96
2023-01-01;117;"songtexte.com";service;OK;289212;4.089;300635;452254;767015;99.07;195;03:15;1.70
2023-01-01;118;"wetter.com";service;OK;777034;10.986;913285;3543479;6673887;89.95;164;02:44;1.88
2023-01-01;122;"tips.at";service;OK;736049;10.406;839180;1783431;2748905;94.86;153;02:33;1.54
2023-01-01;123;"regionaljobs.at";service;OK;32551;0.46;159496;584424;1045302;14.79;77;01:17;1.79
2023-01-01;126;"tt.com";service;OK;1027131;14.522;1441096;6611202;21292343;88.81;219;03:39;3.22
2023-01-01;128;"k.at";service;OK;115876;1.638;463564;564203;652710;29.86;86;01:26;1.16
2023-01-01;129;"profil.at";service;OK;248532;3.514;331187;563857;1025865;77.24;218;03:38;1.82
2023-01-01;131;"events.at";service;OK;176108;2.49;192748;250808;461198;87.96;156;02:36;1.84
2023-01-01;132;"film.at";service;OK;453502;6.412;935550;1205010;2277938;54.78;115;01:55;1.89
2023-01-01;133;"futurezone.at - FUTUREZONE.at";service;OK;946066;13.376;2404954;4205425;5720955;53.88;185;03:05;1.36
2023-01-01;134;"kurier.at - KURIER.at";service;OK;3002757;42.454;5502971;18922317;39377405;85.20;199;03:19;2.08
2023-01-01;135;"motor.at";service;OK;95946;1.357;198248;251358;386348;60.32;124;02:04;1.54
2023-01-01;146;"tvheute.at - das TV-Magazin";service;OK;897861;12.694;1021178;5098133;20768226;92.53;176;02:56;4.07
2023-01-01;148;"willhaben.at";service;OK;4756239;67.245;8556682;94824824;1515233087;93.55;584;09:44;15.98
2023-01-01;151;"MeinBezirk.at";service;OK;2891301;40.878;4236258;12822267;93074968;96.17;160;02:40;7.26
2023-01-01;177;"bvz.at";service;OK;220564;3.118;267010;647916;3658962;95.28;138;02:18;5.65
2023-01-01;179;"krone.at";service;OK;3969733;56.125;7337245;57154412;185394936;90.14;320;05:20;3.24
2023-01-01;184;"arboe.at";service;OK;31363;0.443;45509;58884;116948;85.17;153;02:33;1.99
2023-01-01;185;"apo24.at";service;OK;66515;0.94;78717;113666;226029;95.98;144;02:24;1.99
2023-01-01;188;"tele.at";service;OK;337248;4.768;342833;2271958;10641542;95.40;192;03:12;4.68
2023-01-01;230;"miss.at";service;OK;134723;1.905;493930;807705;1616421;50.78;94;01:34;2.00
2023-01-01;349;"mail.a1.net";service;OK;176065;2.489;171767;1345356;4921372;96.71;265;04:25;3.66
2023-01-01;376;"world.a1.net";service;OK;218851;3.094;193292;1230912;2358063;97.82;433;07:13;1.92
2023-01-01;391;"yesss.at";service;OK;97904;1.384;86286;240055;659079;93.16;310;05:10;2.75
2023-01-01;407;"sportbusinessmagazin.com - Sport Business Magazin";service;OK;0;0;708;1063;1396;32.16;91;01:31;1.31
2023-01-01;416;"freizeit.at";service;OK;214390;3.031;312154;454637;629056;79.07;139;02:19;1.38
2023-01-01;454;"automotive.at";service;OK;5971;0.084;13074;15341;19024;55.46;91;01:31;1.24
2023-01-01;455;"die-wirtschaft.at";service;OK;201;0.003;4219;5913;13014;34.90;159;02:39;2.20
2023-01-01;456;"gast.at";service;OK;5472;0.077;12102;15114;26161;53.34;153;02:33;1.73
2023-01-01;457;"handwerkundbau.at";service;OK;10986;0.155;27179;36985;57778;47.89;113;01:53;1.56
2023-01-01;458;"trafikantenzeitung.at";service;OK;13557;0.192;17271;20054;24902;70.94;122;02:02;1.24
2023-01-01;494;"exxpress.at";service;OK;1193059;16.868;1775450;4826827;9770346;78.78;271;04:31;2.02
2023-01-01;568;"lebexund.jetzt";service;OK;2235;0.032;708;1841;6916;91.05;456;07:36;3.76
2023-01-01;601;"styleupyourlife.at";service;OK;788538;11.149;1422552;2112139;5181045;71.23;108;01:48;2.45
2023-02-01;2;"ausschreibung.at - Ausschreibungen für die Bauwirtschaft";service;OK;4733;0.067;12877;34681;151315;93.43;270;04:30;4.36
2023-02-01;3;"vienna.at - VIENNA ONLINE";service;OK;1261365;17.834;1519163;3573660;7953095;88.22;153;02:33;2.23
2023-02-01;4;"vol.at - VORARLBERG ONLINE";service;OK;1310954;18.535;1689979;10002805;37471198;90.44;270;04:30;3.75
2023-02-01;7;"automobile.at";service;OK;59687;0.844;104578;126442;1017822;80.07;165;02:45;8.05
2023-02-01;8;"bdb.at - BAUDATENBANK.AT - Partner der Bauwirtschaft";service;OK;10238;0.145;18103;23860;36618;77.59;108;01:48;1.53
2023-02-01;9;"cineplexx.at";service;OK;684197;9.673;852903;1638125;5890383;91.58;231;03:51;3.60
2023-02-01;13;"gastro.news - Gastro News";service;OK;58285;0.824;59913;77476;144372;84.12;179;02:59;1.86
2023-02-01;14;"derstandard.at - derStandard.at";service;OK;3246319;45.897;5928706;28828452;112230699;84.41;434;07:14;3.89
2023-02-01;18;"elektro.at ";service;OK;14914;0.211;14732;22135;34484;71.07;149;02:29;1.56
2023-02-01;19;"falstaff.at";service;NO_DATA;;;;;;;;;
2023-02-01;20;"falter.at ";service;OK;327203;4.626;421946;723314;1980199;88.50;200;03:20;2.74
